City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,palmer,42.1584,-72.3287,69.17,83,0,0.0,US,1659244639
280,lorengau,-2.0226,147.2712,85.28,64,80,11.21,PG,1659244540
281,rameswaram,9.2833,79.3,82.92,80,76,17.02,IN,1659245008
282,zhenlai,45.8495,123.2973,87.75,57,75,13.2,CN,1659245008
283,campechuela,20.2342,-77.2789,76.87,85,11,11.34,CU,1659245008
284,gornopravdinsk,60.05,69.9,72.54,65,96,9.22,RU,1659245009
285,itoman,26.1247,127.6694,84.97,91,75,13.8,JP,1659244911
286,saint george,37.1041,-113.5841,73.99,78,20,3.44,US,1659244477
287,tabou,4.423,-7.3528,74.95,81,100,5.55,CI,1659245009
288,vila do maio,15.1333,-23.2167,75.99,78,100,8.01,CV,1659244571
289,bathsheba,13.2167,-59.5167,83.01,94,40,20.71,BB,1659244606
290,borzna,51.2546,32.4269,65.95,71,100,7.25,UA,1659245010
291,road town,18.4167,-64.6167,82.49,85,9,22.12,VG,1659244554
292,jardim,-21.4803,-56.1381,59.45,56,1,2.95,BR,1659245011
293,kavaratti,10.5669,72.642,81.37,82,100,20.94,IN,1659244955
294,batsfjord,70.6345,29.7185,53.38,93,100,6.91,NO,1659245011
295,chapleau,47.8405,-83.4034,56.1,83,3,7.81,CA,1659245012
296,banda aceh,5.5577,95.3222,86.2,63,99,12.57,ID,1659245012
297,almaznyy,48.0448,40.045,75.33,42,30,11.07,RU,1659245012
298,salalah,17.0151,54.0924,78.89,83,75,8.05,OM,1659244591
299,ornskoldsvik,63.2909,18.7153,58.15,77,73,1.14,SE,1659245012
300,leh,34.1667,77.5833,65.41,44,45,6.51,IN,1659244656
301,satuk,41.2263,32.3836,71.89,63,0,2.21,TR,1659245013
302,kanel,15.4916,-13.1763,78.93,79,100,4.12,SN,1659245013
303,nelson bay,-32.7167,152.15,65.08,59,100,7.0,AU,1659245014
304,furano,43.2818,142.4743,78.3,69,82,10.56,JP,1659245014
305,filadelfia,39.9523,-75.1638,76.01,74,0,3.44,US,1659245015
306,nhlangano,-27.1167,31.2,48.54,86,24,1.23,SZ,1659245015
307,kavieng,-2.5744,150.7967,84.81,64,78,10.18,PG,1659244534
308,nantucket,41.2835,-70.0995,74.14,90,40,0.0,US,1659245015
309,haines junction,60.7522,-137.5108,60.75,59,40,9.22,CA,1659244595
310,huangyan,28.6478,121.2594,100.98,42,18,2.37,CN,1659244838
311,tokmak,47.2514,35.7058,76.37,38,1,15.05,UA,1659245016
312,doka,13.5167,35.7667,69.1,93,100,9.15,SD,1659245016
313,taltal,-25.4,-70.4833,57.09,78,53,3.42,CL,1659245017
314,kaimganj,27.5667,79.35,87.42,64,98,6.91,IN,1659245017
315,marmora,44.4583,7.094,58.46,78,2,2.68,IT,1659245017
316,churapcha,62.0025,132.4325,84.69,40,50,10.42,RU,1659245017
317,tambopata,-12.7333,-69.1833,68.16,70,10,1.28,PE,1659245018
318,pendleton,45.6721,-118.7886,89.78,25,0,8.05,US,1659245018
319,tura,25.5198,90.2201,75.9,97,100,5.1,IN,1659245019
320,eppingen,49.1369,8.9103,64.85,80,99,1.54,DE,1659245019
321,kedrovyy,56.1667,91.8167,75.87,55,69,8.12,RU,1659244514
322,abrau-dyurso,44.69,37.59,80.06,63,0,4.32,RU,1659245020
323,nabire,-3.3667,135.4833,84.06,72,83,4.63,ID,1659244634
324,ginda,30.6945,78.4932,71.85,80,93,4.79,IN,1659245021
325,ancud,-41.8697,-73.8203,41.23,88,100,3.78,CL,1659244592
326,porterville,36.0652,-119.0168,89.02,48,0,8.05,US,1659245021
327,san quintin,30.4833,-115.95,68.97,82,10,7.14,MX,1659244579
328,talnakh,69.4865,88.3972,51.21,78,97,18.77,RU,1659245021
329,beringovskiy,63.05,179.3167,51.48,69,100,3.87,RU,1659244529
330,moshi,-3.35,37.3333,65.84,81,37,4.07,TZ,1659245022
331,husavik,66.0449,-17.3389,44.11,90,100,15.95,IS,1659244538
332,hofn,64.2539,-15.2082,50.22,57,88,10.22,IS,1659244610
333,ridgecrest,35.6225,-117.6709,87.66,38,40,14.97,US,1659245023
334,mezen,65.8522,44.24,68.22,63,70,3.2,RU,1659245023
335,kruisfontein,-34.0033,24.7314,49.62,79,90,14.79,ZA,1659244531
336,guantanamo,20.1444,-75.2092,81.97,86,1,4.72,CU,1659245024
337,bremerton,47.5673,-122.6326,81.86,66,0,5.75,US,1659244878
338,laem sing,12.4816,102.0738,90.97,100,100,10.92,TH,1659244920
339,pevek,69.7008,170.3133,50.5,57,14,7.45,RU,1659244509
340,gizo,-8.103,156.8419,83.66,72,19,6.89,SB,1659245025
341,siniscola,40.5719,9.6922,74.75,61,0,5.53,IT,1659245026
342,mullovka,54.2,49.4,71.42,75,99,4.03,RU,1659245026
343,ahuimanu,21.4447,-157.8378,82.11,77,40,13.8,US,1659245026
344,rawson,-43.3002,-65.1023,42.84,66,75,8.57,AR,1659244589
345,mehamn,71.0357,27.8492,51.75,100,100,6.91,NO,1659244633
346,talaya,61.3833,152.75,61.21,50,79,11.7,RU,1659245027
347,te anau,-45.4167,167.7167,40.5,90,62,1.21,NZ,1659244596
348,srednekolymsk,67.45,153.6833,74.46,26,13,12.19,RU,1659245028
349,flin flon,54.7682,-101.865,57.29,66,100,4.16,CA,1659245029
350,zhezkazgan,47.8043,67.7144,73.38,56,40,13.42,KZ,1659245029
351,homer,59.6425,-151.5483,56.77,95,100,5.99,US,1659245029
352,boden,65.8252,21.6886,55.4,73,100,3.8,SE,1659245030
353,awbari,26.5921,12.7805,79.57,27,16,7.38,LY,1659244993
354,dongfeng,42.6403,125.5118,81.12,80,82,6.31,CN,1659244845
355,namatanai,-3.6667,152.4333,83.95,69,78,10.27,PG,1659244597
356,masuguru,-11.3667,38.4167,70.02,76,0,2.46,TZ,1659245031
357,troitskoye,52.9821,84.6757,64.11,91,100,3.87,RU,1659245031
358,turukhansk,65.8167,87.9833,60.13,50,0,23.78,RU,1659245031
359,baherden,38.4362,57.4316,88.45,38,24,3.53,TM,1659245032
360,pundaguitan,6.3711,126.1689,78.98,80,100,5.86,PH,1659245033
361,kholtoson,50.2981,103.3097,76.08,33,62,9.19,RU,1659245033
362,kulhudhuffushi,6.6221,73.07,80.64,81,100,19.37,MV,1659245033
363,mackay,-21.15,149.2,71.69,75,100,14.79,AU,1659245033
364,yatou,37.15,122.3833,77.13,96,100,15.9,CN,1659244779
365,parana,-31.732,-60.5238,55.56,70,80,7.27,AR,1659245035
366,vieksniai,56.2333,22.5167,57.36,67,100,6.62,LT,1659245035
367,umtata,-31.5889,28.7844,45.16,81,100,4.61,ZA,1659244831
368,san roque,36.2107,-5.3842,72.43,88,75,11.5,ES,1659245036
369,iqaluit,63.7506,-68.5145,38.93,100,100,3.44,CA,1659244570
370,port-gentil,-0.7193,8.7815,73.72,84,29,8.97,GA,1659244571
371,gotsu,35.0,132.2167,84.49,69,99,8.46,JP,1659245037
372,pangnirtung,66.1451,-65.7125,51.51,93,100,2.93,CA,1659244603
373,konza,-1.7426,37.1294,59.2,79,72,3.53,KE,1659245037
374,labuhan,-6.8844,112.2051,86.68,56,95,4.05,ID,1659245038
375,irbit,57.6705,63.071,72.12,65,69,6.53,RU,1659244765
376,camopi,3.1655,-52.3158,70.03,99,50,1.43,GF,1659245038
377,pristen,51.2355,36.6959,67.69,63,17,5.46,RU,1659245039
378,sitka,57.0531,-135.33,58.89,94,100,4.61,US,1659244490
379,ahipara,-35.1667,173.1667,55.06,61,40,18.61,NZ,1659244580
380,praia da vitoria,38.7333,-27.0667,70.05,88,0,3.58,PT,1659244607
381,naze,28.3667,129.4833,79.92,88,89,29.37,JP,1659244421
382,goderich,43.7501,-81.7165,65.91,81,4,12.86,CA,1659244646
383,hambantota,6.1241,81.1185,86.34,79,20,10.36,LK,1659245041
384,orange cove,36.6244,-119.3137,92.61,31,81,2.51,US,1659245041
385,deputatskiy,69.3,139.9,71.37,46,85,3.74,RU,1659245041
386,moindou,-21.6924,165.677,68.92,78,98,20.31,NC,1659245042
387,teguldet,57.3064,88.1667,75.61,63,100,5.37,RU,1659245043
388,antofagasta,-23.65,-70.4,56.48,78,24,5.64,CL,1659245043
389,los llanos de aridane,28.6585,-17.9182,69.55,73,100,13.8,ES,1659244523
390,roald,62.5833,6.1333,62.17,94,75,9.22,NO,1659245044
391,dunedin,-45.8742,170.5036,43.81,83,100,8.01,NZ,1659244923
392,merida,20.9667,-89.6167,73.42,94,75,5.01,MX,1659245044
393,umkomaas,-30.2067,30.7978,60.6,89,100,15.05,ZA,1659245045
394,hovd,48.0056,91.6419,78.98,27,82,8.68,MN,1659245045
395,pindi bhattian,31.8978,73.273,91.49,60,90,9.42,PK,1659245046
396,arlit,18.7369,7.3853,85.87,42,18,16.6,NE,1659245046
397,wamba,8.9333,8.6,69.13,98,100,0.92,NG,1659244616
398,fallon,39.4735,-118.7774,90.45,18,0,9.22,US,1659244624
399,kuala selangor,3.35,101.25,90.59,67,42,10.6,MY,1659244947
400,college,64.8569,-147.8028,70.2,60,100,10.36,US,1659244619
401,matagami,49.7502,-77.6328,60.91,94,0,3.44,CA,1659245048
402,nanortalik,60.1432,-45.2371,43.92,89,91,2.01,GL,1659244559
403,khairagarh,26.95,77.8167,93.02,49,100,9.95,IN,1659245038
404,mareeba,-17.0,145.4333,74.12,71,85,6.69,AU,1659245048
405,kosa,59.9445,54.9977,72.43,55,33,0.87,RU,1659245049
406,pitimbu,-7.4706,-34.8086,73.99,86,100,4.32,BR,1659245049
407,molina,-35.1167,-71.2833,49.73,87,75,2.3,CL,1659245049
408,wattegama,6.7989,81.4808,88.07,55,99,4.23,LK,1659245050
409,dakar,14.6937,-17.4441,81.48,79,99,13.11,SN,1659244964
410,yuxia,34.0615,108.6291,88.41,56,8,6.55,CN,1659244834
411,ostrovnoy,68.0531,39.5131,63.32,74,63,9.71,RU,1659245050
412,saint-pierre,-21.3393,55.4781,74.88,55,20,5.75,RE,1659245051
413,san policarpo,12.1791,125.5072,84.02,75,100,12.08,PH,1659245052
414,khorramabad,33.4878,48.3558,89.22,33,0,2.3,IR,1659245053
415,emba,48.8264,58.1442,75.79,47,34,6.69,KZ,1659245053
416,sovetskiy,61.3614,63.5842,68.16,55,100,9.53,RU,1659245054
417,marshall,34.3834,-86.3333,76.98,92,0,3.44,US,1659245054
418,albanel,48.8832,-72.4487,66.34,88,92,0.0,CA,1659245054
419,vila franca do campo,37.7167,-25.4333,68.41,85,26,5.26,PT,1659245055
420,maple creek,49.9168,-109.4848,66.61,72,25,1.14,CA,1659245055
421,necochea,-38.5473,-58.7368,49.35,79,100,5.88,AR,1659244855
422,escanaba,45.7453,-87.0646,68.25,84,0,5.99,US,1659245056
423,coquimbo,-29.9533,-71.3436,55.13,94,100,2.3,CL,1659245056
424,doha,25.2867,51.5333,95.31,70,0,9.22,QA,1659244336
425,itarantim,-15.6597,-40.0656,66.38,92,30,1.9,BR,1659245057
426,jinchang,38.4953,102.1739,84.79,36,78,12.37,CN,1659244562
427,conceicao da barra,-18.5933,-39.7322,70.9,80,98,9.31,BR,1659245058
428,hay river,60.8156,-115.7999,58.98,77,51,3.44,CA,1659245058
429,powell,40.1578,-83.0752,67.46,88,0,0.0,US,1659245058
430,vardo,70.3705,31.1107,51.78,100,100,10.36,NO,1659244604
431,viedma,-40.8135,-62.9967,43.32,70,96,4.68,AR,1659244676
432,kholm,59.2667,32.85,58.33,82,74,3.71,RU,1659245059
433,tieli,46.95,128.05,86.22,59,31,9.89,CN,1659244837
434,mumbwa,-14.9783,27.0619,53.17,55,0,4.14,ZM,1659245060
435,ruteng,-8.6136,120.4721,74.3,58,26,0.98,ID,1659245060
436,valparaiso,-33.0393,-71.6273,53.47,90,0,4.61,CL,1659245061
437,bulawayo,-20.15,28.5833,51.21,33,0,1.79,ZW,1659245061
438,saint anthony,45.0205,-93.218,74.98,69,0,10.36,US,1659244652
439,kouango,4.9934,19.9619,68.68,99,98,2.71,CF,1659244858
440,buchanan,5.8808,-10.0467,74.25,78,28,4.32,LR,1659245062
441,cayenne,4.9333,-52.3333,77.09,1,75,1.14,GF,1659244524
442,ca mau,9.1769,105.15,89.8,59,100,9.73,VN,1659244548
443,brae,60.3964,-1.353,52.5,85,40,11.59,GB,1659244563
444,magistralnyy,56.1725,107.4458,60.51,97,100,5.48,RU,1659245063
445,alamos,27.0167,-108.9333,75.76,80,64,3.02,MX,1659245063
446,kostomuksha,64.571,30.5767,48.69,98,100,7.11,RU,1659245063
447,marzuq,14.4,46.4667,78.39,54,98,7.67,YE,1659245064
448,izumo,35.3667,132.7667,89.55,58,75,4.61,JP,1659244821
449,pochutla,15.7432,-96.4661,75.81,89,82,4.41,MX,1659245064
450,zaraza,9.3503,-65.3245,72.32,94,92,3.06,VE,1659245064
451,sibu,2.3,111.8167,82.71,74,40,6.91,MY,1659245065
452,sampit,-2.5333,112.95,75.25,97,100,2.06,ID,1659244856
453,luwuk,-0.9516,122.7875,83.26,80,81,4.72,ID,1659244891
454,paso de los toros,-32.8167,-56.5167,49.12,85,97,6.33,UY,1659245065
455,takoradi,4.8845,-1.7554,73.0,86,100,9.37,GH,1659245066
456,iracoubo,5.4802,-53.2011,77.52,85,92,7.94,GF,1659245066
457,marawi,7.9986,124.2928,76.55,81,100,1.07,PH,1659245066
458,omboue,-1.5746,9.2618,71.87,88,48,5.03,GA,1659245066
459,pangai,-19.8,-174.35,77.38,83,72,16.08,TO,1659245067
460,rolla,37.9514,-91.7713,71.22,79,100,5.99,US,1659245067
461,mersing,2.4312,103.8405,87.71,79,40,11.5,MY,1659244996
462,socorro,31.6546,-106.3033,88.81,32,40,6.91,US,1659245067
463,the valley,18.217,-63.0578,82.81,85,19,20.78,AI,1659245068
464,tarragona,41.129,1.249,80.06,74,40,1.14,ES,1659245069
465,cherskiy,68.75,161.3,68.74,36,19,12.26,RU,1659244552
466,sao bento do sul,-26.2503,-49.3786,42.6,98,40,1.3,BR,1659245069
467,shizuishan,39.2333,106.7694,89.69,38,84,6.6,CN,1659244792
468,opuwo,-18.0607,13.84,50.65,46,18,3.78,NA,1659245070
469,high level,58.5169,-117.136,55.51,100,0,0.0,CA,1659244592
470,dubbo,-32.25,148.6167,57.33,54,100,16.11,AU,1659245070
471,tilichiki,60.4667,166.1,53.73,76,99,7.63,RU,1659245071
472,marsh harbour,26.5412,-77.0636,82.92,75,95,15.86,BS,1659244664
473,paraiso,9.8383,-83.8656,67.96,98,100,4.21,CR,1659244930
474,acari,-15.4311,-74.6158,62.94,70,21,2.75,PE,1659245071
475,severo-yeniseyskiy,60.3725,93.0408,78.35,48,19,6.71,RU,1659245072
476,ust-tsilma,65.441,52.1498,67.15,60,99,5.12,RU,1659244542
477,winton,37.3894,-120.6133,84.11,54,0,13.8,US,1659245072
478,madridejos,39.4682,-3.532,70.52,49,0,3.6,ES,1659245072
479,gao,16.6362,1.637,86.49,39,42,4.41,ML,1659245015
480,rudnogorsk,57.2639,103.7519,60.96,98,100,3.44,RU,1659245073
481,bismil,37.8486,40.6658,85.73,14,0,0.76,TR,1659245073
482,butembo,0.15,29.2833,57.27,96,76,0.76,CD,1659245073
483,rio grande,-32.035,-52.0986,50.27,75,48,6.24,BR,1659245074
484,narrabri,-30.3167,149.7833,63.52,53,100,4.0,AU,1659245074
485,conceicao das alagoas,-19.9147,-48.3883,65.98,49,0,0.98,BR,1659245074
486,taoudenni,22.6783,-3.9836,90.91,37,70,11.97,ML,1659244550
487,jalu,29.0331,21.5482,79.95,40,0,7.72,LY,1659244677
488,pisco,-13.7,-76.2167,57.02,88,0,3.44,PE,1659244500
489,cassilandia,-19.1133,-51.7342,64.92,47,15,2.89,BR,1659244561
490,sala consilina,40.3912,15.5989,69.22,86,0,2.77,IT,1659245075
491,nyrob,60.733,56.7202,70.59,62,100,3.98,RU,1659245075
492,zhanaozen,43.3,52.8,85.12,39,97,9.82,KZ,1659244856
493,rosetta,31.4044,30.4164,80.24,68,3,13.89,EG,1659244525
494,umm lajj,25.0213,37.2685,87.13,56,27,8.55,SA,1659245076
495,mizdah,31.4451,12.9801,71.67,52,0,1.79,LY,1659245076
496,veraval,20.9,70.3667,83.73,72,91,13.98,IN,1659244913
497,belo oriente,-19.22,-42.4836,64.15,95,15,2.3,BR,1659245025
498,makakilo city,21.3469,-158.0858,80.92,66,20,13.8,US,1659244960
499,tashla,51.7716,52.7427,78.17,46,15,4.59,RU,1659245078
500,bangassou,4.7413,22.8184,67.95,99,100,2.33,CF,1659245079
501,port macquarie,-31.4333,152.9167,63.9,59,97,13.0,AU,1659244462
502,gohand,25.7,79.55,87.62,62,99,9.84,IN,1659245079
503,altamirano,16.8833,-92.15,55.42,98,98,1.79,MX,1659245079
504,carrick-on-suir,52.3492,-7.4131,63.21,96,100,6.31,IE,1659245080
505,timaru,-44.4,171.25,46.08,55,81,5.01,NZ,1659245080
506,nyurba,63.2842,118.3319,80.06,44,46,4.21,RU,1659245080
507,impfondo,1.6381,18.0667,68.7,79,73,2.17,CG,1659245081
508,kutum,14.2,24.6667,69.15,80,77,11.01,SD,1659245081
509,guaira,-20.3183,-48.3106,62.08,43,0,2.57,BR,1659244891
510,teguise,29.0605,-13.564,70.02,78,20,19.57,ES,1659245081
511,centenario do sul,-22.8211,-51.5953,53.58,42,1,5.7,BR,1659245082
512,waipawa,-41.4122,175.5153,43.05,78,100,17.67,NZ,1659245082
513,virginia beach,36.8529,-75.978,77.02,88,20,0.0,US,1659244556
514,tabuk,17.4189,121.4443,88.39,64,98,4.47,PH,1659245083
515,honiara,-9.4333,159.95,83.89,73,40,6.24,SB,1659245083
516,kuito,-12.3833,16.9333,50.36,52,0,5.53,AO,1659245083
517,pampa,35.5362,-100.9599,77.95,78,40,16.11,US,1659245084
518,jasper,37.2001,-94.3502,74.23,91,100,3.44,US,1659245084
519,clyde river,70.4692,-68.5914,35.83,100,100,11.5,CA,1659244549
520,brazzaville,-4.2658,15.2832,70.16,83,75,4.61,CG,1659244943
521,bideford,51.0179,-4.2046,66.09,95,100,17.87,GB,1659245085
522,merauke,-8.4667,140.3333,81.03,77,77,18.32,ID,1659245085
523,huilong,31.8111,121.655,86.2,75,60,11.12,CN,1659244844
524,campamento,14.55,-86.65,68.09,97,96,2.13,HN,1659245086
525,kerema,-7.9631,145.7785,80.44,83,80,7.4,PG,1659245086
526,solntsevo,51.4185,36.7499,68.54,64,27,5.79,RU,1659245086
527,padang,-0.9492,100.3543,86.05,65,30,5.53,ID,1659244582
528,gamba,-2.65,10.0,71.51,86,75,6.33,GA,1659245087
529,dyersburg,36.0345,-89.3856,73.31,91,100,0.0,US,1659245087
530,blagoyevo,63.3667,47.9167,70.65,63,74,2.84,RU,1659245088
531,huron,41.1501,-82.5499,67.69,85,23,5.17,US,1659245089
532,jawhar,2.7809,45.5005,77.09,72,38,16.04,SO,1659245089
533,songjianghe,42.1859,127.479,83.16,59,100,3.49,CN,1659245029
534,derzhavinsk,51.1,66.3167,71.71,51,96,11.97,KZ,1659245089
535,balurghat,25.2167,88.7667,87.67,68,100,4.85,IN,1659244883
536,storslett,69.7678,21.0247,53.6,76,88,13.8,NO,1659245091
537,amahai,-3.3333,128.9167,79.0,89,93,9.51,ID,1659244975
538,anadyr,64.75,177.4833,61.3,51,0,6.71,RU,1659244834
539,thisted,56.9552,8.6949,59.2,89,95,5.66,DK,1659245092
540,jamame,0.0722,42.7506,76.89,77,77,10.8,SO,1659245092
541,vanimo,-2.6741,141.3028,85.08,68,21,9.62,PG,1659244558
542,odweyne,9.4092,45.064,74.46,48,48,23.24,SO,1659245036
543,luena,-11.7833,19.9167,49.95,40,0,2.33,AO,1659245093
544,aasiaat,68.7098,-52.8699,38.79,96,100,10.0,GL,1659245074
545,bairiki,1.3292,172.9752,84.2,70,40,9.22,KI,1659245093
546,batemans bay,-35.7167,150.1833,60.64,54,100,8.01,AU,1659245093
547,flinders,-34.5833,150.8552,62.19,57,100,10.0,AU,1659244621
548,isla mujeres,21.2311,-86.731,75.25,83,96,7.54,MX,1659245094
549,calvinia,-31.4707,19.776,36.16,83,0,3.87,ZA,1659245095
550,zyryanka,65.75,150.85,77.74,26,6,14.29,RU,1659245095
551,iquitos,-3.7481,-73.2472,73.44,100,40,0.0,PE,1659244896
552,rio cuarto,-33.1307,-64.3499,60.48,40,88,5.99,AR,1659245096
553,nador,35.174,-2.9287,80.85,89,75,8.05,MA,1659245096
554,santa fe,-31.6333,-60.7,56.01,73,91,4.0,AR,1659245096
555,fairlie,55.756,-4.8556,52.23,92,37,8.21,GB,1659245097
556,ankang,32.68,109.0172,95.65,43,1,2.19,CN,1659245074
557,grindavik,63.8424,-22.4338,48.15,93,75,8.05,IS,1659244568
558,shetpe,44.1667,52.1167,82.26,44,46,4.54,KZ,1659245098
559,ballina,-28.8667,153.5667,64.02,77,100,6.58,AU,1659245098
560,sabha,27.0377,14.4283,79.79,27,59,8.86,LY,1659245099
